customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,churn_flag,active_flag,tenure_group,age_group,monthly_charge_band,customer_value_segment,service_count,protection_support_service_count,referral_group,contract_risk_group,descriptive_risk_points,descriptive_risk_segment,avg_revenue_per_tenure_month,customer_engagement_profile,predicted_churn_probability,high_risk_at_selected_threshold,flag_high_value_high_risk,flag_early_fiber,flag_early_month_to_month,flag_senior_high_charge,flag_fiber_month_to_month,flag_month_to_month_no_support,flag_san_diego,primary_intervention,intervention_priority,recommended_action,base_offer_cost
3589-PPVKW,Male,19,Yes,No,No,No,0,United States,California,Pomona,91766,34.042286,-117.756106,69974,Q3,No,0,9,Offer E,Yes,38.65,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.4,348.15,0.0,0,347.85,696.0,4,Stayed,No,31,5457,Not Applicable,Not Applicable,0,1,7–12 months,19–29,$35–$69.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,77.33,Basic Relationship,0.4026226157819684,True,True,False,False,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4299-SIMNS,Male,43,No,No,No,No,0,United States,California,Temple City,91780,34.101608,-118.055848,32718,Q3,No,0,9,Offer E,Yes,34.34,Yes,Yes,Fiber Optic,6,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.15,784.45,0.0,50,309.06,1143.51,4,Stayed,No,68,4544,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$70–$89.99,High Value,3,1,No Referrals,Higher Contract Risk,4,Very High,127.06,Basic Relationship,0.7310248105737355,True,True,True,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6233-HXJMX,Female,42,No,No,No,No,0,United States,California,Alpine,91901,32.827184,-116.703729,16486,Q3,No,0,45,Offer B,Yes,13.82,Yes,Yes,Fiber Optic,8,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.3,4192.15,0.0,0,621.9,4814.05,3,Stayed,No,32,5470,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$70–$89.99,Premium Value,6,1,No Referrals,Higher Contract Risk,3,High,106.98,Multi-Service,0.4222647574696882,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
3338-CVVEH,Male,38,No,No,No,No,0,United States,California,Chula Vista,91913,32.64164,-116.985026,12884,Q3,No,0,12,Offer D,Yes,13.88,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.55,1173.55,0.0,0,166.56,1340.11,5,Stayed,No,25,5674,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$90+,Premium Value,6,0,No Referrals,Higher Contract Risk,5,Very High,111.68,Multi-Service,0.6514440952862904,True,True,True,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8486-AYEQH,Female,30,No,No,No,No,0,United States,California,Guatay,91931,32.857946,-116.561917,796,Q3,No,0,31,No Offer,Yes,38.78,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,2227.8,0.0,0,1202.18,3429.98,5,Stayed,No,63,2421,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$70–$89.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,3,High,110.64,Basic Relationship,0.5573922572965107,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
2495-KZNFB,Female,26,Yes,No,No,No,0,United States,California,La Mesa,91942,32.782501,-117.01611,24005,Q3,No,0,33,No Offer,Yes,16.76,Yes,Yes,Fiber Optic,85,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.65,2989.6,0.0,0,553.08,3542.68,4,Stayed,No,44,4460,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$90+,Core Value,6,1,No Referrals,Higher Contract Risk,4,Very High,107.35,Multi-Service,0.5099248203336753,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
9700-ISPUP,Female,59,No,No,Yes,Yes,1,United States,California,Valley Center,92082,33.25283,-116.986079,14575,Q3,Yes,1,10,Offer D,Yes,25.89,No,Yes,DSL,22,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.5,616.9,0.0,0,258.9,875.8,5,Stayed,No,44,3137,Not Applicable,Not Applicable,0,1,7–12 months,45–59,$35–$69.99,Emerging Value,7,2,1–2 Referrals,Higher Contract Risk,2,Elevated,87.58,Advocate,0.3877781796564213,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
1941-HOSAM,Male,20,Yes,No,Yes,Yes,3,United States,California,San Diego,92101,32.72523,-117.171346,27505,Q3,Yes,1,1,No Offer,Yes,24.33,No,Yes,Fiber Optic,59,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,90.1,0.0,0,24.33,114.43,3,Joined,No,47,4142,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$90+,Core Value,6,0,1–2 Referrals,Higher Contract Risk,5,Very High,114.43,Advocate,0.6402267740973213,True,False,True,True,False,True,True,True,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
1935-IMVBB,Male,43,No,No,Yes,No,0,United States,California,San Diego,92107,32.741852,-117.243453,27959,Q3,Yes,1,56,No Offer,Yes,3.79,No,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.7,4952.95,41.66,0,212.24,5123.53,4,Stayed,No,49,5955,Not Applicable,Not Applicable,0,1,49–72 months,30–44,$70–$89.99,Premium Value,6,0,1–2 Referrals,Higher Contract Risk,3,High,91.49,Advocate,0.491395282973003,True,True,False,False,False,True,True,True,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6559-PDZLR,Male,26,Yes,No,No,No,0,United States,California,Desert Center,92239,33.889605,-115.257009,964,Q3,No,0,26,No Offer,Yes,37.0,No,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.65,2537.0,0.0,0,962.0,3499.0,3,Stayed,No,62,4191,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$90+,Core Value,8,2,No Referrals,Higher Contract Risk,3,High,134.58,Protection Engaged,0.5514720806388759,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
4273-MBHYA,Female,38,No,No,No,Yes,1,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,5529,Q3,No,0,1,No Offer,Yes,5.36,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,89.35,0.0,0,5.36,94.71,3,Joined,No,38,2432,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$70–$89.99,Emerging Value,6,0,No Referrals,Higher Contract Risk,4,Very High,94.71,Multi-Service,0.6921402226219208,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
4724-WXVWF,Male,28,Yes,No,No,No,0,United States,California,Earp,92242,34.137742,-114.36514,1564,Q3,No,0,48,No Offer,Yes,4.15,Yes,Yes,Fiber Optic,46,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4445.3,0.0,0,199.2,4644.5,3,Stayed,No,33,4334,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$90+,Core Value,7,2,No Referrals,Higher Contract Risk,3,High,96.76,Protection Engaged,0.3492909849271167,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
8313-KTIHG,Male,54,No,No,No,No,0,United States,California,Thousand Palms,92276,33.849263,-116.382778,6242,Q3,No,0,4,No Offer,Yes,37.7,No,Yes,DSL,2,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,61.3,249.4,0.0,10,150.8,410.2,3,Stayed,No,58,5281,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,High Value,4,1,No Referrals,Higher Contract Risk,2,Elevated,102.55,Basic Relationship,0.4842061819754039,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
3137-LUPIX,Female,58,No,No,No,No,0,United States,California,Yucca Valley,92284,34.159534,-116.425984,20486,Q3,No,0,4,No Offer,Yes,1.1,Yes,Yes,Cable,19,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.4,253.0,0.0,0,4.4,257.4,4,Stayed,No,61,3334,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Emerging Value,5,1,No Referrals,Higher Contract Risk,2,Elevated,64.35,Multi-Service,0.4846042682854798,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
6143-JQKEA,Male,34,No,No,No,No,0,United States,California,Adelanto,92301,34.667815,-117.536183,18980,Q3,No,0,10,No Offer,Yes,15.45,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,436.2,0.0,0,154.5,590.7,3,Stayed,No,80,5586,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$35–$69.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,59.07,Basic Relationship,0.3906140646354766,True,True,False,False,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8676-OOQEJ,Male,52,No,No,No,No,0,United States,California,Amboy,92304,34.559882,-115.637164,42,Q3,No,0,4,No Offer,No,0.0,No,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0.0,0,0.0,118.4,4,Stayed,No,29,3030,Not Applicable,Not Applicable,0,1,1–6 months,45–59,Under $35,Emerging Value,3,1,No Referrals,Higher Contract Risk,2,Elevated,29.6,Basic Relationship,0.4486491716156999,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
9701-CDXHR,Female,63,No,No,Yes,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,Yes,1,51,Offer B,Yes,45.76,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,69.15,3649.6,0.0,110,2333.76,6093.36,4,Stayed,No,55,5187,Not Applicable,Not Applicable,0,1,49–72 months,60–69,$35–$69.99,High Value,2,0,1–2 Referrals,Higher Contract Risk,3,High,119.48,Advocate,0.4108911749594752,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4067-HLYQI,Female,43,No,No,No,No,0,United States,California,Colton,92324,34.030915,-117.273201,52202,Q3,No,0,33,No Offer,Yes,49.45,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.4,2406.1,0.0,60,1631.85,4097.95,4,Stayed,No,29,4860,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$70–$89.99,High Value,2,0,No Referrals,Higher Contract Risk,3,High,124.18,Basic Relationship,0.4872177466630486,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6833-JMZYP,Female,54,No,No,No,No,0,United States,California,Hesperia,92345,34.361387,-117.337509,68515,Q3,No,0,15,No Offer,Yes,15.28,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.0,1505.45,0.0,0,229.2,1734.65,3,Stayed,No,77,4521,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$90+,Core Value,7,1,No Referrals,Higher Contract Risk,4,Very High,115.64,Multi-Service,0.6600609040011489,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
1310-QRITU,Female,40,No,No,No,No,0,United States,California,Hinkley,92347,34.983808,-117.239306,1933,Q3,No,0,18,No Offer,Yes,38.32,Yes,Yes,DSL,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,913.3,0.0,0,689.76,1603.06,3,Stayed,No,65,5877,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$35–$69.99,Premium Value,3,0,No Referrals,Higher Contract Risk,2,Elevated,89.06,Basic Relationship,0.4646029137987674,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
4998-IKFSE,Female,27,Yes,No,No,No,0,United States,California,Phelan,92371,34.441123,-117.537886,12463,Q3,No,0,30,Offer C,Yes,34.49,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.45,3096.9,0.0,80,1034.7,4211.6,5,Stayed,No,32,3936,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$90+,Core Value,6,1,No Referrals,Higher Contract Risk,4,Very High,140.39,Multi-Service,0.5977916305635517,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
1833-TCXKK,Male,50,No,No,Yes,No,0,United States,California,San Bernardino,92408,34.084909,-117.258107,12149,Q3,No,0,45,Offer B,Yes,29.81,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,0.0,0,1341.45,6224.25,5,Stayed,No,27,3301,Not Applicable,Not Applicable,0,1,25–48 months,45–59,$90+,Emerging Value,8,2,No Referrals,Higher Contract Risk,4,Very High,138.32,Protection Engaged,0.8906670280263547,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
8660-BUETV,Female,37,No,No,No,No,0,United States,California,Riverside,92501,33.994676,-117.372498,18999,Q3,No,0,3,No Offer,Yes,34.89,No,Yes,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,0.0,10,104.67,262.72,5,Joined,No,20,3422,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Emerging Value,2,0,No Referrals,Higher Contract Risk,3,High,87.57,Basic Relationship,0.3233039132610369,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
3002-WQZWT,Female,25,Yes,No,No,No,0,United States,California,Murrieta,92563,33.581045,-117.14719,18311,Q3,No,0,29,Offer C,Yes,16.38,Yes,Yes,Fiber Optic,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,1993.25,0.0,0,475.02,2468.27,5,Stayed,No,55,3982,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$70–$89.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,85.11,Basic Relationship,0.4535094331997261,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
4912-PIGUY,Female,44,No,No,No,No,0,United States,California,Perris,92571,33.828289,-117.201666,26357,Q3,No,0,1,Offer E,Yes,7.34,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,84.6,0.0,0,7.34,91.94,3,Joined,No,46,2196,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$70–$89.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,4,Very High,91.94,Basic Relationship,0.8387269784511883,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
8990-ZXLSU,Female,63,No,No,No,No,0,United States,California,Sun City,92586,33.707483,-117.200006,18161,Q3,No,0,9,Offer E,Yes,29.87,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.05,651.5,0.0,0,268.83,920.33,3,Stayed,No,50,5121,Not Applicable,Not Applicable,0,1,7–12 months,60–69,$35–$69.99,High Value,3,0,No Referrals,Higher Contract Risk,4,Very High,102.26,Basic Relationship,0.6369168920855558,True,True,True,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2275-RBYQS,Female,38,No,No,No,No,0,United States,California,Sun City,92587,33.69887,-117.25071,13151,Q3,No,0,1,Offer E,Yes,49.33,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,49.33,94.73,3,Joined,No,50,4916,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,High Value,3,0,No Referrals,Higher Contract Risk,3,High,94.73,Basic Relationship,0.4785495835440166,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7794-JASDG,Male,37,No,No,No,No,0,United States,California,Winchester,92596,33.657433,-117.04254,4093,Q3,No,0,1,Offer E,Yes,45.77,No,Yes,DSL,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,50.75,0.0,0,45.77,96.52,3,Joined,No,80,2250,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,3,High,96.52,Basic Relationship,0.4064488088018721,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
2676-OXPPQ,Male,22,Yes,No,No,No,0,United States,California,Irvine,92612,33.643095,-117.810896,41062,Q3,No,0,6,No Offer,Yes,3.16,No,Yes,DSL,41,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,335.65,0.0,0,18.96,354.61,3,Stayed,No,45,2482,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,Emerging Value,5,2,No Referrals,Higher Contract Risk,3,High,59.1,Protection Engaged,0.3564666326668196,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
6693-FRIRW,Male,61,No,No,No,No,0,United States,California,Newport Beach,92661,33.601309,-117.902304,4242,Q3,No,0,18,No Offer,Yes,7.56,No,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.3,1794.65,0.0,0,136.08,1930.73,3,Stayed,No,80,5948,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$90+,Premium Value,8,2,No Referrals,Higher Contract Risk,4,Very High,107.26,Protection Engaged,0.5725644688751135,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
0623-GDISB,Female,63,No,No,No,No,0,United States,California,San Clemente,92673,33.4725,-117.584273,15297,Q3,No,0,1,No Offer,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.45,48.45,0.0,0,16.42,64.87,3,Joined,No,27,5838,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$35–$69.99,Premium Value,4,1,No Referrals,Higher Contract Risk,3,High,64.87,Basic Relationship,0.4387039714627499,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
9644-KVCNC,Female,49,No,No,No,No,0,United States,California,Fountain Valley,92708,33.712036,-117.950113,54548,Q3,No,0,66,Offer A,Yes,19.68,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,92.15,6056.9,0.0,0,1298.88,7355.78,4,Stayed,No,77,4928,Not Applicable,Not Applicable,0,1,49–72 months,45–59,$90+,High Value,5,1,No Referrals,Moderate Contract Risk,3,High,111.45,Multi-Service,0.341942282094667,True,True,False,False,False,False,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6918-UMQCG,Female,25,Yes,No,No,No,0,United States,California,Orange,92869,33.792791,-117.789749,37916,Q3,No,0,5,Offer E,Yes,48.86,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,0.0,0,244.3,628.55,3,Stayed,No,46,3391,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$70–$89.99,Emerging Value,4,0,No Referrals,Higher Contract Risk,4,Very High,125.71,Basic Relationship,0.7155689937162167,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
6339-DKLMK,Female,27,Yes,No,No,No,0,United States,California,Corona,92879,33.893823,-117.531446,44875,Q3,No,0,13,Offer D,No,0.0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.65,389.95,0.0,0,0.0,389.95,3,Stayed,No,49,4959,Not Applicable,Not Applicable,0,1,13–24 months,19–29,Under $35,High Value,3,1,No Referrals,Higher Contract Risk,2,Elevated,30.0,Basic Relationship,0.372691124432349,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
1346-PJWTK,Male,63,No,No,Yes,No,0,United States,California,Corona,92880,33.918043,-117.617809,16998,Q3,Yes,1,61,No Offer,Yes,17.73,No,Yes,Fiber Optic,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,0.0,0,1081.53,6813.38,3,Stayed,No,70,4806,Not Applicable,Not Applicable,0,1,49–72 months,60–69,$90+,High Value,8,3,1–2 Referrals,Higher Contract Risk,3,High,111.69,Advocate,0.3443680251347676,True,True,False,False,False,True,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5982-FPVQN,Female,40,No,No,Yes,Yes,1,United States,California,Camarillo,93012,34.205504,-118.993111,24945,Q3,Yes,2,37,No Offer,Yes,41.03,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,3532.85,0.0,0,1518.11,5050.96,3,Stayed,No,22,3407,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$90+,Emerging Value,7,2,1–2 Referrals,Higher Contract Risk,4,Very High,136.51,Advocate,0.589369741393871,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
0027-KWYKW,Female,30,No,No,Yes,Yes,2,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,Q3,Yes,1,23,Offer D,Yes,34.91,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,1849.95,0.0,0,802.93,2652.88,4,Stayed,No,78,3585,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,Core Value,4,0,1–2 Referrals,Higher Contract Risk,3,High,115.34,Advocate,0.5165483103867919,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
9432-VOFYX,Male,26,Yes,No,No,No,0,United States,California,Delano,93215,35.772244,-119.209689,37280,Q3,No,0,17,Offer D,Yes,35.88,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.8,1207.0,0.0,0,609.96,1816.96,5,Stayed,No,56,5420,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$70–$89.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,106.88,Basic Relationship,0.4489035637468374,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6542-LWGXJ,Male,46,No,No,Yes,No,0,United States,California,Pixley,93256,35.957019,-119.330928,4198,Q3,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.0,78.25,0.0,0,0.0,78.25,4,Joined,No,70,2730,Not Applicable,Not Applicable,0,1,1–6 months,45–59,Under $35,Emerging Value,2,0,1–2 Referrals,Higher Contract Risk,3,High,26.08,Advocate,0.717733929268798,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
2087-QAREY,Female,60,No,No,Yes,No,0,United States,California,Sequoia National Park,93262,36.527243,-118.594938,56,Q3,Yes,1,22,Offer D,Yes,39.83,No,Yes,Cable,16,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,1178.75,0.0,0,876.26,2055.01,3,Stayed,No,53,5722,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$35–$69.99,Premium Value,5,2,1–2 Referrals,Higher Contract Risk,2,Elevated,93.41,Advocate,0.4198483309618936,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
9752-ZNQUT,Female,51,No,No,No,No,0,United States,California,Visalia,93291,36.391777,-119.372842,36718,Q3,No,0,1,Offer E,Yes,7.99,No,Yes,Cable,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.6,48.6,0.0,0,7.99,56.59,5,Joined,No,24,3704,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Core Value,4,1,No Referrals,Higher Contract Risk,3,High,56.59,Basic Relationship,0.5821460339815937,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
7312-XSBAT,Male,47,No,No,No,No,0,United States,California,Bakersfield,93305,35.391733,-118.984109,35643,Q3,No,0,1,Offer E,Yes,41.79,No,Yes,DSL,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.75,49.75,0.0,0,41.79,91.54,4,Joined,No,79,2908,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,3,High,91.54,Basic Relationship,0.4187386642489196,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
3096-GKWEB,Male,42,No,No,Yes,No,0,United States,California,Bakersfield,93306,35.449881,-118.841442,53481,Q3,Yes,1,18,No Offer,Yes,34.17,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,1691.9,0.0,0,615.06,2306.96,4,Stayed,No,40,4477,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$90+,Core Value,6,0,1–2 Referrals,Higher Contract Risk,4,Very High,128.16,Advocate,0.912540672610067,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
